C\+\+	C++
CSharp|C#	CSharp
Python	Python
Java(?!Script)	Java
JavaScript	JavaScript
TypeScript	TypeScript
Go(?:lang)?	Go
Rust	Rust
Ruby	Ruby
Kotlin	Kotlin
Swift	Swift
SQL	SQL
Bash	Bash	Shell
PowerShell	PowerShell
\.NET|dotnet	.NET
Docker	Docker
Kubernetes|K8s	Kubernetes
React	React
Vue	Vue
Angular	Angular
Django	Django
Flask	Flask
Node\.?js	Node.js
Hugo	Hugo	Blog
Git(?:Hub)?	Git	GitHub
AWS	AWS	Cloud
Azure	Azure	Cloud
API	API
REST	REST	API
GraphQL	GraphQL	API
OOP|Object.Oriented	OOP	객체지향
Design.?Pattern	Design-Pattern	디자인패턴
SOLID	SOLID	OOP
Unit.?Test	Testing	TDD
Refactor	Refactoring
Clean.?Code	Clean-Code
Performance	Performance	Optimization
Algorithm|알고리즘	Algorithm	알고리즘
BOJ|백준|Baekjoon	BOJ	백준	Algorithm
BFS	BFS	Graph
DFS	DFS	Graph
Dynamic.?Programming|DP(?:\s|$)	Dynamic-Programming	DP
Greedy|그리디	Greedy	그리디
Binary.?Search|이분.?탐색	Binary-Search
Sorting|정렬	Sorting
Graph|그래프	Graph	그래프
Tree|트리	Tree
Segment.?Tree	Segment-Tree
Stack|스택	Stack
Queue|큐	Queue
Linked.?List	Linked-List
Hash	Hashing
String|문자열	String
Math|수학	Math
Simulation|시뮬레이션	Simulation
Recursion|재귀	Recursion
Memoization	Memoization
Movie|영화	Movie	영화
Review|리뷰	Review	리뷰
Action|액션	Action
Thriller|스릴러	Thriller
Comedy|코미디	Comedy
Horror|공포	Horror
Drama	Drama
Sci-?Fi|SF	Sci-Fi
Animation|애니메이션	Animation
Fantasy|판타지	Fantasy
Romance|로맨스	Romance
Markdown	Markdown
CSS	CSS
HTML	HTML
Linux|리눅스	Linux
Windows|윈도우	Windows
Security|보안	Security
Machine.?Learn|머신러닝	Machine-Learning	AI
Deep.?Learn|딥러닝	Deep-Learning	AI
LLM	LLM	AI
ChatGPT	ChatGPT	AI
Prompt	Prompt-Engineering	AI
Jekyll	Jekyll	Blog
Plex	Self-Hosted
Crontab|Cron	Linux	Automation
Memory|메모리	Memory
Compiler|컴파일러	Compiler
Process|프로세스	Process
Thread|쓰레드	Thread
Redux	JavaScript	React	Frontend
Vocabulary|영단어	Vocabulary	English	영단어
Tutorial|튜토리얼	Tutorial
Troubleshoot	Troubleshooting
Config	Configuration
Deploy|배포	Deployment
CI.?CD	CI-CD
Microservice	Microservices
Async|비동기	Async
Concurren|동시성	Concurrency
Builder	Builder	Design-Pattern
Singleton	Singleton	Design-Pattern
Factory	Factory	Design-Pattern
Observer	Observer	Design-Pattern
Adapter	Adapter	Design-Pattern
Decorator	Decorator	Design-Pattern
Command	Command	Design-Pattern
Proxy	Proxy	Design-Pattern
Hyper-?V|Hyper.V	Windows	Hardware
RDP|Remote.Desktop	RDP	Windows
Docker|Container	Docker
Tmux	Tmux	Linux	Terminal
Vim	Vim	Linux
Shell	Shell	Bash
Regex|Regular.Express	String	Implementation
Samsung|Galaxy	Samsung	Android	Mobile
Plex|Media.Server	Self-Hosted
Synology|NAS	Self-Hosted	Networking
Keyboard|키보드	Keyboard	키보드
Speaker|스피커	Speaker	스피커
Tablet|태블릿	Tablet	태블릿
Watch|시계	Watch
Gadget|가젯	Gadget
Cycling|자전거	Cycling	자전거
Garmin	Cycling	Gadget
Cannondale	Cycling	자전거
qBittorrent|Torrent	Self-Hosted	Networking
KVM|PIKVM	Hardware	Linux
HDMI|CEC	Hardware	Automation
IoT	Hardware	Networking
Sim.?Racing|Thrustmaster|SimuCube	Gaming	Hardware
Corsair	Keyboard	Hardware
Test.?Coverage	Testing	Code-Quality
Pair.?Programming	Career	Best-Practices
Clean.?Archit	Clean-Architecture	Software-Architecture
Domain.Driven|DDD	Domain-Driven-Design	Software-Architecture
Agile	Agile
Scrum	Scrum	Agile
Quad.?Tree	Data-Structures	Algorithm
Ubuntu|Debian	Linux
RPM|Yum|DNF	Linux	Deployment
File.?System|filesystem	File-System	Linux
pip|PyPI	Python	Deployment
Jekyll	Jekyll	Blog
Blog|블로그	Blog	블로그
SEO	SEO	Web
GitHub.Pages	GitHub	Blog	Web
Outlook|Office	Windows	Productivity
Webex	Networking	Productivity
VSCode|Visual.Studio.Code	VSCode	IDE
1Password	Security	Productivity
OCR	AI	Technology
Biosphere|Terraform	Science
Calendar|달력	History	Culture
Game|게임	Gaming	게임
Neural|신경망	Neural-Network	AI
Reinforcement	Machine-Learning	AI
KakaoTalk|카카오	Mobile	Android
TV.Show|드라마	TV-Show	드라마
Squid.Game|오징어	TV-Show	드라마
Netflix	TV-Show	드라마
Loki	TV-Show	Fantasy
RSA|Encrypt|Crypto	Security
gRPC|Protobuf	API	Backend	Networking
Micro.?service	Microservices	Backend
Load.?Balanc	Load-Balancing	Backend	Networking
GCC|GNU	C++	Compiler	Linux
OpenAI	AI	LLM	GPT
Self.?Hosted|셀프호스팅	Self-Hosted	셀프호스팅
Privacy|프라이버시	Privacy
Science|과학	Science	과학
History|역사	History	역사
Culture|문화	Culture	문화
Education|교육	Education	교육
Finance|재무|Accounting|회계	Finance	Accounting
Brand|브랜드	Brand	브랜드
Psychology|심리학	Psychology	심리학
Innovation|혁신	Innovation	Technology
Career|커리어	Career	커리어
